,,,,,
Classes,,,,,
,Comida,"""+"" 15 HP",estraga em 5 dias,30,
,Água,"""+"" hp",,"10, 15 ou 20 depende do cantil",
,Roupas,,para vestir,20,
,Fósforo,,para fazer fogo,5,
,Cruscifixo,,para religiosos,5,
,Preservativos,,evita gravidez e doença,6,
,Medicamentos,,recupera 3 de hp,50,
,,,,,
,,,,,
,ninja,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Espada de treino,2,2,13,**
,Espada de madeira,3,2,20,**
,katana,5,4,40,arma leve **
,katana dupla,8,6,65,duas armas **
,sabre,4,5,40,arma leve **
,espada curta,4,3,35,arma leve **
,espada curta dupla,6,4,55,duas armas **
,espada ninja,7,5,85,arma leve **
,espada shinobi,10,8,100,arma pesada ***
,bastao de metal,6,6,60,arma pesada ***
,tridente duplo,9,5,80,arma pesada ***
,sai,4,2,40,*
,sai duplo,6,3,60,duas armas *
,foice curta,5,3,50,arma leve *
,foice curta com corrente,7,4,60,armas especiais ***
,braceletes de metal,0,3,10,
,mascara de metal,0,3,10,
,armadura basica,0,5,65,
,roupa de couro especial,0,3,45,
,armadura especial ninja,0,7,100,
,armadura shinobi,-1,9,120,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Shurikens,20; +2 atk,,20,
,Kunais,20; +3 atk,,22,
,Afiador,amolar armas,,15,
,Granada Explosiva,"""-15 hp inim/""",,40,
,Granada de flash,"""-18 atk inim/+5 atk""",,50,
,Granada de fumaça,"""-9 atk inim/ -4 hp inim""",,30,
,Bainha da Espada,,,20,
,Roupas ninja preta,,,15,
,Roupas ninja branca,,,15,
,Kimono simples,,,13,
,Kimono de couro,,,25,
,Acessorios,para guardar as armas,,10,
,Cordas,,,8,
,Correntes,,,12,
,Botas,,,10,
,Luvas,,,7,
,Mascaras,,,7,
,Ataduras,recupera +20 hp,,50,
,Shinobi kumade,corda com ganchos para escalar,,25,
,Fukumi bari,dardo envenenados/inimi sofre -5atk,,40,
,,,,,
,samurai,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Sakabatou,6,7,80,arma leve **
,Taichi,7,4,80,arma leve **
,Uchigatana,7,6,80,arma leve **
,Katana,5,4,40,arma leve **
,Katana dupla,8,6,65,duas armas **
,Sabre,4,5,40,arma leve **
,Zulfigar,6,5,60,arma leve **
,Espada simples,3,3,30,arma leve **
,Espada de madeira,3,2,20,**
,Espada de treino,2,2,13,**
,Honjo masamune,9,8,100,arma pesada **
,Claymore,10,8,85,arma pesada **
,Espada longa,7,5,85,arma pesada **
,Espada curta,4,3,35,arma leve **
,Espada larga,7,5,85,arma pesada **
,Wakizashi,5,4,50,arma leve **
,kodashi,3,5,50,arma leve *
,kodashi dupla,6,8,70,duas armas *
,Espada musashi,11,6,100,arma pesada **
,roupa de couro especial,0,3,45,
,Armadura basica,0,5,65,
,Mascara,0,2,10,
,Armadura especial,0,6,100,
,Armadura musashi,0,8,120,
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Bainha da espada,,,20,
,Afiador,amolar armas,,15,
,Chapeu,"""+ honra""",,7,
,Capas,"""+ respeito""",,5,
,Kimono simples,,,13,
,Kimono de couro,,,25,
,Cinto para espada,,,15,
,Faixa para testa,"""+"" honra e respeito",,5,
,Faixa para cintura,"""+"" reconhecimento",,5,
,Sandália,,,5,
,Botas,,,10,
,Ataduras,recupera + 20 HP,,50,
,Tônico de velocidade,"""+"" 10 ATK/""+""5 DEF até o fim",,95,
,Tônico de saude,cura penalidade por poções,,160,
,,,,,
,,,,,
,Guerreiro,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Espada larga,7,5,85,arma pesada **
,Espada longa,7,5,85,arma pesada **
,Alabarda - Naginata,7,6,90,arma pesada ***
,Tonfa,2,7,65,*
,Facão Espada,6,4,60,arma leve **
,Sabre,4,5,40,arma leve **
,Cimitarra,6,5,5,arma leve **
,Espada de duas mãos,8,7,95,arma pesada **
,Espada bastarda,10,7,110,arma pesada **
,Zambatou,13,3,130,arma pesada ***
,Porrete,4,3,45,**
,Porrete maça,5,3,50,arma pesada **
,Escudo simples,0,4,50,escudos
,Escudo melhorado,0,6,55,escudos
,Armadura simples,0,6,55,
,Proteção de peito,0,5,45,
,Braceletes e caneleiras,0,4,45,
,Capacete,0,3,30,
,Machado de dois fios,8,4,100,arma pesada **
,Armadura completa,-2,11,115,
,Escudo de guerra,0,9,110,escudos
,Luva de combate,3,1,30,
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Roupas de tecido,,,5,
,Roupas de malha,,,10,
,Roupas de couro,,,15,
,Medicamentos,"""+"" 40 HP",,60,
,Remédios,"""+"" 30 HP dura 1 rodada pra fazer efeito",,55,
,Reparador de armaduras,dura ate 7 vezes,,30,
,Afiador,,,15,
,Martelo para escudo,,,25,
,Acessórios,para guardar armas,,10,
,Botas,,,10,
,Luvas,,,7,
,Casaco de couro,,,20,
,Chapéu,"""+"" honra",,7,
,Bomba G,"""-"" 30 HP inimi./""-"" 15 HP próprio",,70,
,Granada explosiva,"""-"" 15 HP inimigo",,40,
,Cinto da espada,,,15,
,,,,,
,,,,,
,Cavaleiro,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Espada reta,6,5,70,Arma leve **
,espada reta de fio duplo,7,6,75,Arma leve **
,Espada Larga,7,5,85,arma pesada **
,Claymore,10,8,85,arma pesada **
,Cimitarra,6,5,50,arma pesada **
,Cimitarra dupla,9,8,100,duas armas **
,Espada bastarda,10,7,110,arma pesada **
,Espada de duas mãos,8,7,95,arma pesada **
,Machado de guerra,10,6,125,arma pesada **
,Machado de fio duplo,8,4,100,arma pesada **
,Alabarda - Machado,13,6,105,arma pesada **
,Lança,7,7,100,arma pesada **
,Espada reta dupla,8,7,120,duas armas **
,Escudo melhorado,0,6,55,escudos
,Escudo em Triangulo,-1,6,50,escudos
,Escudo de guerra,0,9,110,escudos
,Porrete maça,5,3,50,arma pesada **
,Maça com corrente,6,2,65,armas especiais **
,Armadura espercial,0,6,100,
,Armadura de paladino,-3,12,140,
,Armadura completa,-2,11,115,
,Armadura basica,0,5,65,
,Capacete,0,3,30,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Afiador,,,15,
,Martelo para escudo,para concertar danos no escudo,,25,
,Reparador de armaduras,concerta armaduras,,30,
,medicamento especial,"""+ 50 "" hp",,70,
,remedios,"""+30"" hp/1d6 rodadas para fazer efeito",,55,
,ervas - nutriente,,,70,
,Roupas,,,15,
,Botas,,,10,
,Chapeu,,,7,
,Casaco,,,20,
,Luvas,,,7,
,Bainha,,,20,
,Cinto para espada,,,15,
,Capa,"""+"" respeito",,5,
,Fivela com brasão,"""+"" respeito",,25,
,,,,,
,Caçador,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Escopeta 12 mm,12,2,135,Tiro ***
,Espingarda,11,1,135,Tiro ***
,Escopeta com serrado,11,0,130,Tiro ***
,Revolver,10,1,130,Tiro ***
,Mosquete,9,1,125,Tiro ***
,Tanbos,6,7,40,Duas armas **
,Bastão de metal,6,6,60,Arma pesada***
,Par de garras,7,4,75,Armas especiais *
,Lança,7,7,100,Arma pesada***
,Facão Espada-machete,6,4,60,Arma leve **
,Tonfas,4,7,65,Duas armas *
,Duplo revolver,15,1,150,Tiro ***
,Proteçaõ de peito,0,5,45,
,Corselete de couro,1,5,90,
,Roupa especial,1,6,100,
,Armadura basica,0,5,65,
,Mascara,0,2,10,
,Braceletes e caneleiras,0,4,45,
,Machado de combate,7,6,85,Arma pesada **
,Besta,10,1,105,Pontaria/Tiro **
,Arco simples,5,0,65,Pontaria***
,Arco composto,8,1,90,Pontaria***
,Punhal,4,1,60,*
,Cimitarra dupla,9,8,100,Duas armas **
,Espada longa,7,5,85,Arma pesada **
,Shaken,2,1,25,*
,Soco ingles,3,-1,20,
,,,,,
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Muniçao Escopeta 12mm,24 balas/3 rec./30m util/+2 dano,,100,
,Munição Espingarda,24 balas/3 rec./30m util/+2 dano,,100,
,Munição Revolver,18 balas/3 rec/50m util/+1 dano,,105,
,Munição escopeta - Serrada,20 balas/10 rec/20m util/+3 dano,,110,
,Kit de granada explosiva,15 un,,300,
,Kit de granada flash,15 un,,300,
,Kit de granada gás,15 un,,300,
,Granada de estilhaços,"""-""10 hp inimigo",,35,
,"Bomba ""G""","""-""30 hp inimigo""-""15hp proprio",,70,
,Tranquilizantes - Zarabatana,usado fora de combate poção do sono,,30,
,Cordas,,,8,
,Correntes,,,12,
,Cloroformio,Poção do sono/emboscadas,,30,
,Rede,,,10,
,Flecha comum,20 un/+2 atk,,30,
,Flecha Melhorada,20 un/+1 dano inimigo/+2 atk,,40,
,Flecha de gás,20 un/+2 dano inimigo/+2 atk,,55,
,Flecha explosiva,10 un/+3 dano inimigo/+2 atk,,65,
,Medicamento especial,"""+"" 50 Hp",,70,
,Remedios Naturais,6d6 de hp,,45,
,Ervas - Cigarro,durante 3d6 rodadas - 5 no dano total,,75,
,Poção de ervas,1d6 rodadas para efeito/+10 atk,,75,
,Acessorios,,,10,
,Roupas,,,15,
,Botas,,,10,
,Coldre de cintura,,,20,
,Coldre de peito,,,20,
,,,,,
,Monge,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Shaken,2,1,25,*
,Tonfas,4,7,65,Duas armas *
,Tanbos,6,7,40,Duas armas **
,Lança,7,7,100,Arma pesada ***
,Espada de madeira,3,2,20,**
,Sai Duplo,6,3,60,Duas armas *
,Bastão de madeira,4,4,40,Arma pesada ***
,Taichi,7,4,80,Arma leve**
,Zulfigar,6,5,60,Arma leve**
,Sabre,4,5,40,Arma leve**
,Alabarda - Tridente,10,6,100,Arma pesada ***
,Cajado,4,6,60,Arma pesada **
,Arco simples,5,0,65,Pontaria ***
,Punhal,4,1,60,*
,Claymore,10,8,85,Arma leve**
,Chicote,7,0,80,Armas especiais ***
,Katana dupla,8,6,65,Duas armas **
,Kodashi dupla,6,8,70,Duas armas *
,Espada de treino,2,2,13,**
,Armadura sagrada,3,8,110,
,Aramdura especial,0,6,100,
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Reparador mágico,poção reparadoras de armas/armaduras - 2dias para efeito,,90,
,Afiador,,,15,
,Capa,"""+"" Respeito",,5,
,Chapeu,"""+"" Honra",,7,
,Lamina mistica,Lamina mistica para armas sem laminas/ + 3 atk,,70,
,Flechas misticas,20 UN/ +1 atk / +3 dano,,50,
,Poção especial,#ERROR!,,70,
,Cinto para espada,,,15,
,Ervas - Nutriente,1d6 rodada para efeito/+8 atk,,70,
,Roupas,,,15,
,Botas,,,10,
,Sandalias,,,5,
,Remedios,#ERROR!,,55,
,Kimono Simples,,,13,
,Kimono especial branco,,,18,
,Ataduras,recupera HP/+20 hp,,50,
,Bainha,,,20,
,Esmeralda mistica,Condutora de energia,,100,
,Poção da limitação,- 15 def oponente por 2d6,,200,
,,,,,
,,,,,
,Guardião,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Armadura Especial,0,6,100,
,Armadura Sagrada,3,8,110,
,Armadura Basica,0,5,65,
,Escudo Melhorado,0,6,55,Escudos
,Escudo em Triângulo,-1,6,50,Escudos
,Escudo de Guerra,0,9,110,Escudos
,Capacete,0,3,30,
,Espada Larga,7,5,85,Arma Pesada **
,Espada Longa,7,5,85,Arma Pesada **
,Cimitarra,6,5,50,Arma Leve**
,Espada de Duas Mãos,8,7,95,Arma Pesada **
,Macgado de Fio Duplo,8,4,100,Arma Pesada **
,Espada Reta Dupla,8,7,120,Duas Armas**
,Espada Curvada,6,6,60,Arma Leve**
,Espada Reta de Fio Duplo,7,6,75,Arma Leve**
,Alabarda - Tridente,10,6,100,Arma Pesada ***
,Claymore,10,8,110,Arma Pesada **
,Alabarda - Machado,13,6,105,Arma Pesada ***
,Braceletes e Caneleiras,0,4,45,
,Alabarta Naginata,7,6,90,Arma Pesada ***
,Armadura de Paladino,-3,12,140,
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Poção Mística da Vit.,+120 hp,,160,
,Remédios,#ERROR!,,55,
,Roupas,,,15,
,Afiador,,,15,
,Ataduras,#ERROR!,,50,
,Bainha,,,20,
,Capa,,,5,
,Água Mágica,#ERROR!,,125,
,Cinto para Espada,,,15,
,Botas,,,10,
,Medicamento Especial,#ERROR!,,70,
,Fivela com Brasão,#NAME?,,25,
,Poção Especial,8 DEF / por 1d6 rodadas,,70,
,Rubi Místico,Condutor de energia,,100,
,,,,,
,,,,,
,Mago,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Mascara,0,2,10,
,Capacete,0,3,30,
,Armadura Basica,0,5,65,
,Armadura Especial,0,6,100,
,Corcelete Especial,1,7,105,
,Armadura Basica c/ Corcelete,2,9,110,
,Bastão de Metal,6,6,60,Arma Pesada***
,Bastão de Madeira,4,4,40,***
,Cajado,4,6,60,Arma Pesada**
,Cimitarra,6,5,50,Arma Leve**
,Claymore,6,6,85,Arma Leve**
,Lança,7,7,100,Arma Pesada***
,Sabre,4,5,40,Arma Leve**
,Espada Reta,6,5,70,Arma Leve**
,Alabarda - Tridente,10,6,100,Arma Pesada***
,Alabarda - Foice,9,4,100,Arma Pesada***
,Escudo simples,0,4,50,Escudos
,Punhal,4,1,60,*
,Jitte,3,5,65,Armas Especiais*
,Soco Inglês,3,-1,20,
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Reparador Mágico,Poção reparadora de armas e armaduras (2 dias para efeito),,90,
,Afiador,,,15,
,Capa,+ Respeito,,5,
,Capus c/ Capa,+Misterio,,8,
,Roupas,,,15,
,Botas,,,10,
,Cinto P/ Espada,,,15,
,,,,,
,,,,,
,Assassino,,,,
,Arma,ATK/COM,DEF,Valor,Curso
,Alabarda Maginata Dupla,12,9,115,Arma Pesada ***
,Espada Bastarda,10,7,110,Arma Pesada **
,Zambatou,13,3,130,Arma Pesada ***
,Cimitarra Dupla,9,8,110,Duas Armas **
,Alabarda - Machado Duplo,15,8,140,Arma Pesada ***
,Espada Reta Dupla,8,7,120,Duas Armas **
,New Par de Garras,9,5,100,Armas Especiais *
,Machete Dupla,9,6,105,Duas Armas **
,Punhal Duplo,8,4,90,Duas Armas *
,Alabarda Tridente Duplo,13,8,120,Arma Pesada ***
,kodashi Dupla,6,8,70,Duas Armas *
,Jitte,3,5,65,Armas Especiais *
,Alabarda - Foice,9,4,100,Arma Pesada ***
,Pistola Hell,11,5,170,Tiro ***
,Pistola Hell 2,16,6,190,Tiro ***
,Neo Katana Dupla,12,9,70,Arma Leve **
,Taichi Dupla,10,7,110,Duas Armas **
,Clava Grande,10,4,90,Arma Pesada **
,Espada de duas Laminas,9,6,95,Arma Pesada **
,Kukri Duplo,9,4,85,Duas Armas *
,Adaga de Solo Dupla,7,3,70,Armas Especiais *
,Tonfas Com Lâminas,4,9,75,Armas Especiais **
,Bastão Seccionado,11,3,80,Armas Especiais ***
,Kusari - Gama,13,3,95,Armas Especiais ***
,Shikumizue,8,6,75,Arma Leve **
,Falcioni,8,6,90,Arma Leve **
,Mascara de Metal,0,2,10,
,Armadura c/ Corcelete,3,9,115,
,Aramdura Flexivel,4,10,130,
,Kusanagi,10,7,90,Arma Leve **
,,,,,
,,,,,
,Equipamentos,Detalhes,OBS,Valor,
,Kit Primeiros Socorros,+20 HP / usar 3x,,70,
,Kit de Disfarce,,,30,
,Kit de Arrombamento,,,40,
,Granada de Pregos,-3 proprio HP/-20 HP inimigo,,50,
,Granada de Fumaça,-10 Atk inimigo por 1d6 R,,55,
,Granada de Fumaça Negra,-5 HP inim./-10 atk inim. Por 1d6 R,,60,
,Granada de Fumaça Negra Ext.,Por 2d6 R simula cegueira para ambos,,100,
,Poção Torniquete,"Adiciona + 20 HP, por 3d6 R, Após isso é retirado o HP",,50,
,Poção de Fadiga,Reduz a Resistência a Proti. Tolta em 5,,100,
,Poção - Adrenalina,#ERROR!,,110,
,Traquilizante Esp.,-10 ATK inimi. até o final do combate,,80,
,Traquilizante Max.,-15Atk/-10DEF inimi. Até o fim,,130,
,Facas de Arremesso,kit 15 facas pequenas +4Atk cada / 4 vezes,,50,


Magias							
Monge - Scerdote - Sacerdotisa							
Nivel Principal							
- Olho da Premonição*:							
Magia permanente, 1 vez por luta; Utilizada na rodada de defesa, esquiva do ATK inimgo adicionando +10 ao valor de ATK com +3 em dano, na rodada de ATK do portador.A5							
							
- Espitito do Dragão*:							
Magia permanente, 1 vez por luta, adiciona +12 no valor de ATK							
							
-Chamas Finais:							
Magia permanente, 1 vez por luta; Impõe +10 de dano ao hp inimigo na rodada de ATK							
							
-Força Mistica*:							
Magia permanente		1 vez por luta					
Sacrifício de 10 de HP convertendo em +20 de Atk							
							
-Asas Aladas*:							
Magia permanente		1 vez por luta					
Utilizado na rodada de defesa, esquiva no ATK inimigo Adicionando +7 ao valor de ATK na rodada de ATK							
							
-Visão Espiritual:							
Magia não Permanente			duração de 1D6 rodadas				
Permite uma conversa com espiritos locais durante um tempo, conselhos, perguntas ou dicas de um ou mais espiritos, o que não implica se sabem ou não da verdade ou até mesmo se dirão.							
							
-Disposições de Emergência:							
Magia não Permanente							
Sacrifício de uma magia não permanente para aumentar em +20 de HP							
							
-Circulo de Magia:							
Magia não Permanente							
Durante uma rodada anula o Atk do oponente.							
							
-Realidade Primaria:							
Magia não Permanente							
Durante uma luta completa inutiliza todas as armas de ATK e DEF de ambos os lutadores							
							
-Olhos das Sombras:							
Magia não Permanente							
Permite ao portador vizualizar todas as magias do oponente.							
							
-Espirito Protetor ** :							
Magia não Permanente							
Permite convocar um espirito que absorve o ATK do oponente.							
							
-Eliminação de Possessão:							
Magia não Permanente							
Permite curar pessoas que foram afetadas por alguma metamorfose.							
							
-Bumerangue com Corrente:							
Magia não Permanente			duração de 1D6 rodadas				
Permite criar uma arma mágica que reduz o ATK do inimigo em -15, somando ao contra-ataque +10, do portador							
							
-Ataque Duplo Frontal*:							
Magia não Permanente							
Permite ao portador adicionar mais um golpe especial no ATK total							
							
Nivel Assassino							
-Ressureição:							
Magia não Permanente							
Permite ressucitar alguém que já morreu, somente humanos.							
							
-Buraco de Minhoca							
Magia não Permanente							
Permite convocar no maximo de até 3 lutadores aliados no local em questão.							
							
"-Pilula de ultra evolução							
Magia não Permanente							
Em termos de jogo, evolui o personagem em 4 quadrados de experiência							
							
-Ataque Meteoro							
Magia não Permanente							
Quando o oponente ataca com um valor maior do que o de defesa a diferença é imposta ao atacante no hp.							
							
- Anulação especial							
Magia não Permanente							
Permite desativar as magias que duram rodadas							
							
-Maldição do envelhecimento							
Magia não Permanente							
Durante 1D6 rodadas, reduz o ATK e a DEF em 2D6 no valor do oponente							
							
-Libetação da alma*							
Magia não Permanente							
Permite ao portador marcar 5 corpos, após marcados, os corpos não podem ser ressucitados.							
							
-Mudança de coração							
Magia não Permanente							
Transforma um assassino em pessoa comum, ou ao contrário, faz uma pessoa deixar de ser um assassino ou a transforma em um.							
							
-Rastreio Mágico							
Magia não Permanente							
É colocado uma marca no corpo de alguém, depois disso é possivel obter a localização da pessoa							
							
-Copiar Magia							
Magia não Permanente							
Permite copiar a magia do oponente, seja ela de guardiões ou magos, a magia é utilizada na próxima rodada de ATK ou DEF.							
							
-Corpo Fechado							
Magia não Permanente							
Durante 2D6 rodadas as magias não afetão o portador.							
							
-Aprisionar Demônios							
Magia não Permanente							
Durante 2D6 rodadas diminui - 20 de ATK e DEF de um demônio							
							
							
Magias							
Guardiões							
Nivel Principal							
-Poção de água mística dos goblins							
Magia Permanente		1 vez por luta					
Restaura +60 de HP							
							
-Trovão de Luz							
Magia Permanente		1 vez por luta					
=+ 10 de dano no HP inimigo							
							
-Circulo de anulação							
Magia Permanente		1 vez por luta					
Converte uma magia não permanente em um vácuo capaz de cancelar um ATK total que seja adicionado uma magia, ou simplesmnte um ATK total comum.							
							
-Jarro Mágico							
Magia Permanente		1 vez por luta					
Rebate um ATK total, com ou sem magia adicionada, para o atacante, sem direito a esquiva ou defesa, para magia também.							
							
-Renascimento da carne							
Magia Permanente							
Permite ressussitar alguém que já morreu, seja humano ou não.							
							
-Mestre da Cura							
Magia Permanente							
Recupera 100 pontos de HP							
							
-Selamento Mistico do Designador**							
Magia Permanente							
Permite selar a alma, mente e corpo em uma carta, onde só poderá sair do encantamento quando o portador da magia designar; Permite selar uma única captura, seja humana ou não; Para o selamentoé necessário jogar na sorte no D6 , cada 50 pontos no hp equivalem a 1D6, os valores são arredondados.							
							
							
-Faiscas*							
Magia não Permanente							
Impõe + 20 de dano ao HP inimigo							
							
-Feitiço*							
Magia não Permanente							
Impede que o oponente use uma "skill" durante uma luta completa.							
							
-Mascara da Libertação							
Magia não Permanente							
Anula magias ou golpes que reduzem o ATK ou a DEF, ou que anula ataques							
							
-Destruição da magia							
Magia não Permanente							
Cancela uma magia de mago, especialmente, seja qual for.							
							
-Mudança							
Magia não Permanente							
Muda os valores de ATK e DEF, trocando-os, durante 1D6 rodadas.							
							
-Selo do Aprisionamento*							
Magia não Permanente							
Durante 1 rodada o oponente fica sem atacar ou se defender; o dano é aplicado normalmente.							
							
-Mistico tufão do espaço							
Magia não Permanente							
Destrois 3 magias ao acaso do oponente; as magias são numeradas, é rodado o D6							
							
							
Nivel assassino							
-Fim do Caos							
Magia não Permanente							
Quando o portador estiver em desvantagem, mais de um oponente, então é imposto 10 de dano ao HP, vezes o número de oponentes, o total é imposto ao HP dos adversários.							
							
-Selamento Infinito*							
Magia não Permanente							
Permite ao portador selar um grupamento de hordas, independente do nivel e do HP; não funciona em humanos; até 4 hordas							
							
-Buraco Negro							
Magia não Permanente							
Permite ao portador destruir hordas, independente da quantidade e o número de hordas; não funciona em humanos.							
							
-Hordas de Ataque							
Magia não Permanente							
Portador convoca 1 grupamento de horda para 1 único ataque total, controlando-os, após o ataque o grupamento é destruido é destruido permanentemente, para ATK ou para DEF, união de 2 ATK totais.							
							
-Armadilha Buraco sem Fundo							
Magia não Permanente							
Permite destruir instantaneamente monstros nivel "E" ou "D" somente.							
							
-Unidade de Ação Autonoma							
Magia não Permanente							
Durante 1D6 rodadas diminue -15 a DEF do oponente							
							
-Presas de Cobra							
Magia não Permanente							
Contrala um zumbi ou vampiro para lutar por si, de nivel "E" somente							
							
-Proteção contra demônios							
Magia não Permanente							
Retira 20 de ATK ou DEF de um demônio							
							
Nivel Principal							
-Companhia							
Magia não Permanente							
Permite ao portador ser transportado para um lugar em especifico junto com quem quiser							
							
-Roubar Magia							
Magia não Permanente							
Permite ao portador roubar uma magia do oponente, seja de mago, monge ou guardião, a magia roubada aleatoriamente, é numero e o D6 é rodado.							
							
-Falar com Animais							
Magia não Permanente							
Capacita o portador a falar com animais, podendo fazer perguntas a eles.							
							
-OBS:	Jarro Místico		Quando usado o portador não ATK/COM;				
-OBS:	Hordas de ATK		É preciso ter "Selamento Infinito";				
